1
66	 YOU ARE IN A ROOM WHOSE WALLS RESEMBLE SWISS CHEESE.
66	 OBVIOUS PASSAGES GO WEST,EAST,NE, AND
66	 NW. PART OF THE ROOM IS OCCUPIED BY A LARGE BEDROCK BLOCK.
67	 YOU ARE IN THE TWOPIT ROOM. THE FLOOR
67	 HERE IS LITTERED WITH THIN ROCK SLABS, WHICH MAKE IT
67	 EASY TO DESCEND THE PITS. THERE IS A PATH HERE BYPASSING
67	 THE PITS TO CONNECT PASSAGES FROM EAST AND WEST.THERE
67	 ARE HOLES ALL OVER, BUT THE ONLY BIG ONE IS ON THE WALL
67	 DIRECTLY OVER THE EAST PIT WHERE YOU CAN'T GET TO IT.
68	 YOU ARE IN A LARGE LOW CIRCULAR CHAMBER WHOSE FLOOR IS AN
68	 IMMENSE SLAB FALLEN FROM THE CEILING(SLAB ROOM). EAST AND
68	 WEST THERE ONCE WERE LARGE PASSAGES, BUT THEY ARE NOW FILLED
68	 WITH BOULDERS. LOW SMALL PASSAGES GO NORTH AND SOUTH, AND THE
68	 SOUTH ONE QUICKLY BENDS WEST AROUND THE BOULDERS.
69	 YOU ARE IN A SECRET NS CANYON ABOVE A LARGE ROOM.
70	 YOU ARE IN A SECRET N/S CANYON ABOVE A SIZABLE PASSAGE.
71	 YOU ARE IN SECRET CANYON AT A JUNCTION OF THREE CANYONS,
71	 BEARING NORTH, SOUTH, AND SE. THE NORTH ONE IS AS TALL
71	 AS THE OTHER TWO COMBINED.
72	 YOU ARE IN A LARGE LOW ROOM. CRAWLS LEAD N, SE, AND SW.
73	 DEAD END CRAWL.
74	 YOU ARE IN SECRET CANYON WHICH HERE RUNS E/W. IT CROSSES OVER
74	 A VERY TIGHT CANYON 15 FEET BELOW. IF YOU GO DOWN YOU MAY
74	 NOT BE ABLE TO GET BACK UP
75	 YOU ARE AT A WIDE PLACE IN A VERY TIGHT N/S CANYON.
76	 THE CANYON HERE BECOMES TO TIGHT TO GO FURTHER SOUTH.
77	 YOU ARE IN A TALL E/W CANYON. A LOW TIGHT CRAWL GOES 3 FEET
77	 NORTH AND SEEMS TO OPEN UP.
78	 THE CANYON RUNS INTO A MASS OF BOULDERS - DEAD END.
79	 THE STREAM FLOWS OUT THROUGH A PAIR OF 1 FOOT DIAMETER SEWER
79	 PIPES. IT WOULD BE ADVISABLE TO USE THE DOOR.
-1	END
2
1	 YOU'RE AT END OF ROAD AGAIN.
2	 YOU'RE AT HILL IN ROAD.
3	 YOU'RE INSIDE BUILDING.
4	 YOU'RE IN VALLEY
5	 YOU'RE IN FOREST
6	 YOU'RE IN FOREST
7	 YOU'RE AT SLIT IN STREAMBED
8	 YOU'RE OUTSIDE GRATE
9	 YOU'RE BELOW THE GRATE
10	 YOU'RE IN COBBLE CRAWL
11	 YOU'RE IN DEBRIS ROOM.
13	 YOU'RE IN BIRD CHAMBER.
14	 YOU'RE AT TOP OF SMALL PIT.
15	 YOU'RE IN HALL OF MISTS.
17	 YOU'RE ON EAST BANK OF FISSURE.
18	 YOU'RE IN NUGGET OF GOLD ROOM.
19	 YOU'RE IN HALL OF MT KING.
33	 YOU'RE AT Y2
35	 YOU'RE AT WINDOW ON PIT
36	 YOU'RE IN DIRTY PASSAGE
39	 YOU'RE N DUSTY ROCK ROOM.
41	 YOU'RE AT WEST END OF HALL OF MISTS.
57	 YOU'RE AT BRINK OF PIT.
60	 YOU'RE AT EAST END OF LONG HALL.
66	 YOU'RE IN SWISS CHEESE ROOM
67	 YOU'RE IN TWOPIT ROOM
68	 YOU'RE IN SLAB ROOM
-1
3
1	2	2	44
1	3	3	12	19	43
1	4	4	5	13	14	46	30
1	5	6	45	43
1	8	49
2	1	8	2	12	7	43	45	30
2	5	6	45	46
3	1	3	11	32	44
3	11	48
3	33	65
3	79	5	14
4	1	4	45
4	5	6	43	44	29
4	7	5	46	30
4	8	49
5	4	9	43	30
5	300	6	7	8	45
5	5	44	46
6	1	2	45
6	4	9	43	44	30
6	5	6	46
7	1	12
7	4	4	45
7	5	6	43	44
7	8	5	15	16	46	30
7	24	47	14	30
8	5	6	43	44	46
8	1	12
8	7	4	13	45
8	301	3	5	19	30
9	302	11	12
9	10	17	18	19	44
9	14	31
9	11	51
10	9	11	20	21	43
10	11	19	22	44	51
10	14	31
11	310	49
11	10	17	18	23	24	43
11	12	25	305	19	29	44
11	3	48
11	14	31
12	310	49
12	11	30	43	51
12	13	19	29	44
12	14	31
13	310	49
13	11	51
13	12	25	305	43
13	14	23	31	44
14	310	49
14	11	51
14	13	23	43
14	303	30	31	34
14	16	33	44
15	18	36	46
15	17	7	38	44
15	19	10	30	45
15	304	29	31	34	35	23	43
15	34	55
15	62	69
16	14	1
17	15	8	38	43
17	305	7
17	306	40	41	42	44	19	39
18	15	38	11	8	45
19	15	10	29	43
19	307	45	36
19	308	46	37
19	309	44	7
19	74	66
20	26	1
21	26	1
22	15	1
23	8	1
24	7	1
25	9	1
27	17	8	11	38
27	40	45
27	41	44
28	19	38	11	46
28	33	45
28	36	30	52
29	19	38	11	45
30	19	38	11	43
30	62	44	29
31	17	1
32	19	1
33	3	65
33	28	46
33	34	43	53	54
33	35	44
34	33	30
34	15	29
35	33	43	55
36	37	43	17
36	28	29	52
36	39	44
37	36	44	17
37	38	30	31	56
38	37	56	29
39	36	43
39	64	30	52	58
39	65	70
40	41	1
41	42	46	29	23	56
41	27	43
41	59	45
41	60	44	17
42	41	44
42	43	43
42	44	46
43	42	44
43	44	46
43	45	43
44	42	45
44	43	43
44	48	30
44	50	46
45	43	45
45	46	43
45	47	46
46	45	44	11
47	45	45	11
48	44	29	11
49	50	30	43
49	51	44
50	44	43
50	49	44	29
50	52	46
51	49	44
51	52	43
51	53	46
52	50	45
52	51	44
52	53	29
52	55	43
53	51	44
53	52	45
53	54	46
54	53	43	11
55	52	44
55	56	30
55	57	43
56	55	29	11
57	55	44
57	58	46
57	13	30	56
58	57	44	11
59	27	1
60	41	43	29
60	61	44
60	62	45	30
61	60	43	11
62	60	44
62	63	45
62	30	43
62	15	46
63	62	46	11
64	39	29	56	59
64	65	44
65	64	43
65	66	44
65	68	61
65	311	46
65	312	29
66	313	45
66	65	60
66	67	44
66	77	25
66	314	46
67	66	43
67	72	60
68	66	46
68	69	29
69	68	30
69	74	46
70	71	45
71	39	29
71	65	62
71	70	46
72	67	63
72	73	45
73	72	46
74	19	43
74	69	44
74	75	30
75	76	46
75	77	45
76	75	45
77	75	43
77	78	44
77	66	45
78	77	46
79	3	1
-1
4
2	ROAD
3	ENTER
3	DOOR
3	GATE
4	UPSTR
5	DOWNS
6	FORES
7	FORWA
7	CONTI
7	ONWAR
8	BACK
8	RETUR
8	RETRE
9	VALLE
10	STAIR
11	OUT
11	OUTSI
11	EXIT
11	LEAVE
12	BUILD
12	BLD
12	HOUSE
13	GULLY
14	STREA
15	ROCK
16	BED
17	CRAWL
18	COBBL
19	INWAR
19	INSID
19	IN
20	SURFA
21	NULL
21	NOWHE
22	DARK
23	PASSA
24	LOW
25	CANYO
26	AWKWA
29	UPWAR
29	UP
29	U
29	ABOVE
30	D
30	DOWNW
30	DOWN
31	PIT
32	OUTDO
33	CRACK
34	STEPS
35	DOME
36	LEFT
37	RIGHT
38	HALL
39	JUMP
40	MAGIC
41	OVER
42	ACROS
43	EAST
43	E
44	WEST
44	W
45	NORTH
45	N
46	SOUTH
46	S
47	SLIT
48	XYZZY
49	DEPRE
50	ENTRA
51	DEBRI
52	HOLE
53	WALL
54	BROKE
55	Y2
56	CLIMB
57	LOOK
57	EXAMI
57	TOUCH
57	LOOKA
58	FLOOR
59	ROOM
60	NE
61	SLAB
61	SLABR
62	SE
63	SW
64	NW
65	PLUGH
66	SECRE
67	CAVE
68	TURN
69	CROSS
70	BEDQU
1001	KEYS
1001	KEY
1002	LAMP
1002	HEADL
1003	GRATE
1004	CAGE
1005	ROD
1006	STEPS
1007	BIRD
1010	NUGGE
1010	GOLD
1011	SNAKE
1012	FISSU
1013	DIAMO
1014	SILVE
1014	BARS
1015	JEWEL
1016	COINS
1017	DWARV
1017	DWARF
1018	KNIFE
1018	KNIVE
1018	ROCK
1018	WEAPO
1018	BOULD
1019	FOOD
1019	RATIO
1020	WATER
1020	BOTTL
1021	AXE
1022	KNIFE
1023	CHEST
1023	BOX
1023	TREAS
2001	TAKE
2001	CARRY
2001	KEEP
2001	PICKU
2001	PICK
2001	WEAR
2001	CATCH
2001	STEAL
2001	CAPTU
2001	FIND
2001	WHERE
2001	GET
2002	RELEA
2002	FREE
2002	DISCA
2002	DROP
2002	DUMP
2003	DUMMY
2004	UNLOC
2004	OPEN
2004	LIFT
2005	NOTHI
2005	HOLD
2006	LOCK
2006	CLOSE
2007	LIGHT
2007	ON
2008	EXTIN
2008	OFF
2009	STRIK
2010	CALM
2010	WAVE
2010	SHAKE
2010	SING
2010	CLEAV
2011	WALK
2011	RUN
2011	TRAVE
2011	GO
2011	PROCE
2011	CONTI
2011	EXPLO
2011	GOTO
2011	FOLLO
2012	ATTAC
2012	KILL
2012	STAB
2012	FIGHT
2012	HIT
2013	POUR
2014	EAT
2015	DRINK
2016	RUB
3001	OPENS
3002	HELP
3002	?
3002	WHAT
3003	TREE
3004	DIG
3004	EXCIV
3005	BLAST
3006	LOST
3007	MIST
3008	THROW
3009	FUCK
-1
5
201	 THERE ARE SOME KEYS ON THE GROUND HERE.
202	 THERE IS A SHINY BRASS LAMP NEARBY.
3	 THE GRATE IS LOCKED
103	 THE GRATE IS OPEN.
204	 THERE IS A SMALL WICKER CAGE DISCARDED NEARBY.
205	 A THREE FOOT BLACK ROD WITH A RUSTY STAR ON AN END LIES NEARBY
206	 ROUGH STONE STEPS LEAD DOWN THE PIT.
7	 A CHEERFUL LITTLE BIRD IS SITTING HERE SINGING.
107	 THERE IS A LITTLE BIRD IN THE CAGE.
8	 THE GRATE IS LOCKED
108	 THE GRATE IS OPEN.
209	 ROUGH STONE STEPS LEAD UP THE DOME.
210	 THERE IS A LARGE SPARKLING NUGGET OF GOLD HERE!
11	 A HUGE GREEN FIERCE SNAKE BARS THE WAY!
112	 A CRYSTAL BRIDGE NOW SPANS THE FISSURE.
213	 THERE ARE DIAMONDS HERE!
214	 THERE ARE BARS OF SILVER HERE!
215	 THERE IS PRECIOUS JEWELRY HERE!
216	 THERE ARE MANY COINS HERE!
19	 THERE IS FOOD HERE.
20	 THERE IS A BOTTLE OF WATER HERE.
120	 THERE IS AN EMPTY BOTTLE HERE.
221	 THERE IS A LITTLE AXE HERE
-1
6
1	 SOMEWHERE NEARBY IS COLOSSAL CAVE, WHERE OTHERS HAVE FOUND
1	 FORTUNES IN TREASURE AND GOLD, THOUGH IT IS RUMORED
1	 THAT SOME WHO ENTER ARE NEVER SEEN AGAIN. MAGIC IS SAID
1	 TO WORK IN THE CAVE.  I WILL BE YOUR EYES AND HANDS. DIRECT
1	 ME WITH COMMANDS OF 1 OR 2 WORDS.
1	 (ERRORS, SUGGESTIONS, COMPLAINTS TO CROWTHER)
1	 (IF STUCK TYPE HELP FOR SOME HINTS)
2	 A LITTLE DWARF WITH A BIG KNIFE BLOCKS YOUR WAY.
3	 A LITTLE DWARF JUST WALKED AROUND A CORNER,SAW YOU, THREW
3	 A LITTLE AXE AT YOU WHICH MISSED, CURSED, AND RAN AWAY.
4	 THERE IS A THREATENING LITTLE DWARF IN THE ROOM WITH YOU!
5	 ONE SHARP NASTY KNIFE IS THROWN AT YOU!
6	 HE GETS YOU!
7	 NONE OF THEM HIT YOU!
8	 A HOLLOW VOICE SAYS 'PLUGH'
9	 THERE IS NO WAY TO GO THAT DIRECTION.
10	 I AM UNSURE HOW YOU ARE FACING. USE COMPASS POINTS OR
10	 NEARBY OBJECTS.
11	 I DON'T KNOW IN FROM OUT HERE. USE COMPASS POINTS OR NAME
11	 SOMETHING IN THE GENERAL DIRECTION YOU WANT TO GO.
12	 I DON'T KNOW HOW TO APPLY THAT WORD HERE.
13	 I DON'T UNDERSTAND THAT!
14	 I ALWAYS UNDERSTAND COMPASS DIRECTIONS, OR YOU CAN NAME
14	 A NEARBY THING TO HEAD THAT WAY.
15	 SORRY, BUT I AM NOT ALLOWED TO GIVE MORE DETAIL. I WILL
15	 REPEAT THE LONG DESCRIPTION OF YOUR LOCATION.
16	 IT IS NOW PITCH BLACK. IF YOU PROCEED YOU WILL LIKELY
16	 FALL INTO A PIT.
17	 IF YOU PREFER, SIMPLY TYPE W RATHER THAN WEST.
18	 ARE YOU TRYING TO CATCH THE BIRD?
19	 THE BIRD IS FRIGHTENED RIGHT NOW AND YOU CANNOT CATCH IT
19	 NO MATTER WHAT YOU TRY. PERHAPS YOU MIGHT TRY LATER.
20	 ARE YOU TRYING TO ATTACK OR AVOID THE SNAKE?
21	 YOU CAN'T KILL THE SNAKE, OR DRIVE IT AWAY, OR AVOID IT,
21	 OR ANYTHING LIKE THAT. THERE IS A WAY TO GET BY, BUT YOU
21	 DON'T HAVE THE NECESSARY RESOURCES RIGHT NOW.
22	 MY WORD FOR HITTING SOMETHING WITH THE ROD IS 'STRIKE'.
23	 YOU FELL INTO A PIT AND BROKE EVERY BONE IN YOUR BODY!
24	 YOU ARE ALREADY CARRYING IT!
25	 YOU CAN'T BE SERIOUS!
26	 THE BIRD WAS UNAFRAID WHEN YOU ENTERED, BUT AS YOU APPROACH
26	 IT BECOMES DISTURBED AND YOU CANNOT CATCH IT.
27	 YOU CAN CATCH THE BIRD, BUT YOU CANNOT CARRY IT.
28	 THERE IS NOTHING HERE WITH A LOCK!
29	 YOU AREN'T CARRYING IT!
30	 THE LITTLE BIRD ATTACKS THE GREEN SNAKE, AND IN AN
30	 ASTOUNDING FLURRY DRIVES THE SNAKE AWAY.
31	 YOU HAVE NO KEYS!
32	 IT HAS NO LOCK.
33	 I DON'T KNOW HOW TO LOCK OR UNLOCK SUCH A THING.
34	 THE GRATE WAS ALREADY LOCKED.
35	 THE GRATE IS NOW LOCKED.
36	 THE GRATE WAS ALREADY UNLOCKED.
37	 THE GRATE IS NOW UNLOCKED.
38	 YOU HAVE NO SOURCE OF LIGHT.
39	 YOUR LAMP IS NOW ON.
40	 YOUR LAMP IS NOW OFF.
41	 STRIKE WHAT?
42	 NOTHING HAPPENS.
43	 WHERE?
44	 THERE IS NOTHING HERE TO ATTACK.
45	 THE LITTLE BIRD IS NOW DEAD. ITS BODY DISAPPEARS.
46	 ATTACKING THE SNAKE BOTH DOESN'T WORK AND IS VERY DANGEROUS.
47	 YOU KILLED A LITTLE DWARF.
48	 YOU ATTACK A LITTLE DWARF, BUT HE DODGES OUT OF THE WAY.
49	 I HAVE TROUBLE WITH THE WORD 'THROW' BECAUSE YOU CAN THROW
49	 A THING OR THROW AT A THING. PLEASE USE DROP OR ATTACK INSTEAD.
50	 GOOD TRY, BUT THAT IS AN OLD WORN-OUT MAGIC WORD.
51	 I KNOW OF PLACES, ACTIONS, AND THINGS. MOST OF MY VOCABULARY
51	 DESCRIBES PLACES AND IS USED TO MOVE YOU THERE. TO MOVE TRY
51	 WORDS LIKE FOREST, BUILDING, DOWNSTREAM, ENTER, EAST, WEST
51	 NORTH, SOUTH, UP, OR DOWN.  I KNOW ABOUT A FEW SPECIAL OBJECTS,
51	 LIKE A BLACK ROD HIDDEN IN THE CAVE. THESE OBJECTS CAN BE
51	 MANIPULATED USING ONE OF THE ACTION WORDS THAT I KNOW. USUALLY 
51	 YOU WILL NEED TO GIVE BOTH THE OBJECT AND ACTION WORDS
51	 (IN EITHER ORDER), BUT SOMETIMES I CAN INFER THE OBJECT FROM
51	 THE VERB ALONE. THE OBJECTS HAVE SIDE EFFECTS - FOR
51	 INSTANCE, THE ROD SCARES THE BIRD.
51	 USUALLY PEOPLE HAVING TROUBLE MOVING JUST NEED TO TRY A FEW
51	 MORE WORDS. USUALLY PEOPLE TRYING TO MANIPULATE AN
51	 OBJECT ARE ATTEMPTING SOMETHING BEYOND THEIR (OR MY!)
51	 CAPABILITIES AND SHOULD TRY A COMPLETELY DIFFERENT TACK.
51	 TO SPEED THE GAME YOU CAN SOMETIMES MOVE LONG DISTANCES
51	 WITH A SINGLE WORD. FOR EXAMPLE, 'BUILDING' USUALLY GETS
51	 YOU TO THE BUILDING FROM ANYWHERE ABOVE GROUND EXCEPT WHEN
51	 LOST IN THE FOREST. ALSO, NOTE THAT CAVE PASSAGES TURN A
51	 LOT, AND THAT LEAVING A ROOM TO THE NORTH DOES NOT GUARANTEE
51	 ENTERING THE NEXT FROM THE SOUTH. GOOD LUCK!
52	 IT MISSES!
53	 IT GETS YOU!
54	 OK
55	 YOU CAN'T UNLOCK THE KEYS.
56	 YOU HAVE CRAWLED AROUND IN SOME LITTLE HOLES AND WOUND UP
56	 BACK IN THE MAIN PASSAGE.
57	 I DON'T KNOW WHERE THE CAVE IS, BUT HEREABOUTS NO STREAM
57	 CAN RUN ON THE SURFACE FOR LONG. I WOULD TRY THE STREAM.
58	 I NEED MORE DETAILED INSTRUCTIONS TO DO THAT.
59	 I CAN ONLY TELL YOU WHAT YOU SEE AS YOU MOVE ABOUT
59	 AND MANIPULATE THINGS. I CANNOT TELL YOU WHERE REMOTE THINGS
59	 ARE.
60	 I DON'T KNOW THAT WORD.
61	 WHAT?
62	 ARE YOU TRYING TO GET INTO THE CAVE?
63	 THE GRATE IS VERY SOLID AND HAS A HARDENED STEEL LOCK. YOU
63	 CANNOT ENTER WITHOUT A KEY, AND THERE ARE NO KEYS NEARBY.
63	 I WOULD RECOMMEND LOOKING ELSEWHERE FOR THE KEYS.
64	 THE TREES OF THE FOREST ARE LARGE HARDWOOD OAK AND MAPLE,
64	 WITH AN OCCASIONAL GROVE OF PINE OR SPRUCE. THERE IS QUITE
64	 A BIT OF UNDERGROWTH, LARGELY BIRCH AND ASH SAPLINGS PLUS
64	 NONDESCRITPT BUSHES OF VARIOUS SORTS. THIS TIME OF YEAR
64	 VISIBILITY IS QUITE RESTRICTED BY ALL THE LEAVES, BUT TRAVEL
64	 IS QUITE EASY IF YOU DETOUR AROUND THE SPRUCE AND BERRY BUSHES.
65	 WELCOME TO ADVENTURE!!  WOULD YOU LIKE INSTRUCTIONS?
66	 DIGGING WITHOUT A SHOVEL IS QUITE IMPRACTICAL: EVEN WITH A
66	 SHOVEL PROGRESS IS UNLIKELY.
67	 BLASTING REQUIRES DYNAMITE.
68	 I'M AS CONFUSED AS YOU ARE.
69	 MIST IS A WHITE VAPOR, USUALLY WATER, SEEN FROM TIME TO TIME
69	 IN CAVERNS. IT CAN BE FOUND ANYWHERE BUT IS FREQUENTLY A SIGN
69	 OF A DEEP PIT LEADING DOWN TO WATER.
70	 YOUR FEET ARE NOW WET.
71	 THERE IS NOTHING HERE TO EAT.
72	 EATEN!
73	 THERE IS NO DRINKABLE WATER HERE.
74	 THE BOTTLE OF WATER IS NOW EMPTY.
75	 RUBBING THE ELECTRIC LAMP IS NOT PARTICULARLY REWARDING.
75	 ANYWAY, NOTHING EXCITING HAPPENS.
76	 PECULIAR.  NOTHING UNEXPECTED HAPPENS.
77	 YOUR BOTTLE IS EMPTY AND THE GROUND IS WET.
78	 YOU CAN'T POUR THAT.
79	 WATCH IT!
80	 WHICH WAY?
-1
0
